mesaj_id,mesaj,etiket
934,Kartınızdan 89 TL harcama yapılmıştır. Size ait değilse iptal için: tinyurl.com/a946 Detaylar için arayın.,dolandiricilik
935,Paketiniz pazar teslim edilecektir. İyi günler. Detaylar için arayın.,normal
936,Randevunuz pazartesi saat 16:45 olarak onaylanmıştır. Bilgilerinize.,normal
937,Randevunuz iptal edilmiştir. Yeniden onay için,dolandiricilik
938,"Can toplantı 11:00 da başlıyor, geç kalma. Bilgilerinize.",normal
939,"Tebrikler Elif, kazandın! Maç bileti bende, akşam konuşuruz. Detaylar için arayın.",normal
940,"Anneciğim pazartesi size uğrayacağız, bir şey lazım mı?",normal
941,"Kredi başvurunuz onaylandı. 640 TL için masraf ücretini yatırın, IBAN bilgisi için yanıtlayın. Detaylar için arayın.",dolandiricilik
942,Hesabınıza 480 TL maaş ödemesi,normal
943,"Tebrikler, çekilişimizde hediye puan",normal
944,Siparişiniz kargo ile yola çıktı. Takip numaranız 982023. Bilgilerinize.,normal
945,Toplantı notlarını mail,normal
946,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde faizsiz ilk taksit fırsatı. Ret için RET yazın. İyi günler.",normal
947,"Ayşe toplantı 18:00 da başlıyor, geç kalma.",normal
948,"Sayın müşterimiz, güvenlik nedeniyle bilgilerinizi hemen güncelleyiniz hesap-dogrula.com/a805",dolandiricilik
949,Siparişiniz kurye ile yola çıktı. Teslimat için onay verin: edevlet-iade.info/a277 Bilgilerinize.,dolandiricilik
950,"Tebrikler Merve, kazandın! Maç bileti bende, akşam konuşuruz. İyi günler.",normal
951,Kartınızdan 250 TL harcama yapılmıştır. Size ait değilse iptal için: guvenli-odeme.net/a162,dolandiricilik
952,Kargonuz dağıtıma çıktı. Teslimat,normal
953,"Deniz yola çıktım, 11:00 gibi oradayım. Bilgilerinize.",normal
954,Faturanız 89 TL olarak kesilmiştir. Son ödeme pazar. Teşekkürler.,normal
955,"Toplantı notlarını mail attım, bakabilir misin? Teşekkürler.",normal
956,"Anneciğim pazar size uğrayacağız, bir şey lazım mı? Detaylar için arayın.",normal
957,Son uyarı! Hesap doğrulama yapmazsanız hesabınız kapatılacak. bit.ly/a382 Bilgilerinize.,dolandiricilik
958,Hesabınızdan şüpheli işlem tespit edildi. İptal,dolandiricilik
959,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde faizsiz ilk",normal
960,Hesabınıza 480 TL maaş ödemesi yatırılmıştır. İyi günler dileriz. Bilgilerinize.,normal
961,Kampanya detayları için tıklayın: bankamiz.com.tr/kampanya. Ret için RET yazın. Teşekkürler.,normal
962,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde",normal
963,Kartınızdan 320 TL harcama yapılmıştır. Size ait değilse iptal için: edevlet-iade.info/a788 İyi günler.,dolandiricilik
964,Anneciğim bugün size,normal
965,Acil dönüş yapar mısın,normal
966,"Hemen mobil uygulamamızdan başvurun, ihtiyaç",normal
967,Kartınızdan 250 TL harcama yapılmıştır. Bilgi için müşteri hizmetlerimizi arayabilirsiniz. Detaylar için arayın.,normal
968,Faturanız 150 TL olarak kesilmiştir. Son ödeme bugün. İyi günler.,normal
969,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde",normal
970,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde faizsiz ilk taksit fırsatı. Ret için RET yazın. İyi günler.",normal
971,Kartınızdan 150 TL harcama yapılmıştır. Bilgi için müşteri hizmetlerimizi arayabilirsiniz.,normal
972,"Tebrikler, çekilişimizde hediye puan kazandınız. Puanınız kartınıza yüklendi.",normal
973,Hesabınızdan şüpheli işlem tespit edildi. İptal için size gelen şifreyi bu numaraya iletin.,dolandiricilik
974,"Acil dönüş yapar mısın Deniz, toplantı saati değişti.",normal
975,Kartınız askıya alındı. Şifre ve kart bilgilerinizi doğrulayın: bit.ly/a807 Detaylar için arayın.,dolandiricilik
976,"Eczanemizde reçeteniz hazırdır,",normal
977,Doğum günün kutlu olsun Can! Nice mutlu yıllara. İyi günler.,normal
978,Hesabınıza 150 TL maaş ödemesi yatırılmıştır. İyi günler dileriz. İyi günler.,normal
979,Kampanya: yarın yapacağınız alışverişlerde 150 TL puan kazanın. Detaylar mobil uygulamada.,normal
980,"Eczanemizde reçeteniz hazırdır, yarın teslim alabilirsiniz. Detaylar için arayın.",normal
981,Tek kullanımlık şifreniz: 429636. Bu şifreyi kimseyle paylaşmayınız. Teşekkürler.,normal
982,Faturanız 89 TL olarak kesilmiştir. Son ödeme cumartesi. Teşekkürler.,normal
983,"Toplantı notlarını mail attım,",normal
984,Kartınızdan 320 TL harcama yapılmıştır. Size ait değilse iptal için: kargo-takip.xyz/a931 Teşekkürler.,dolandiricilik
985,"Paketiniz gümrükte bekliyor, 24 TL ödeme yapmazsanız iade edilecek: edevlet-iade.info/a945",dolandiricilik
986,Kampanya: pazartesi yapacağınız alışverişlerde 2.750 TL puan kazanın. Detaylar mobil uygulamada. Detaylar için arayın.,normal
987,"Acil dönüş yapar mısın Burak, toplantı saati değişti.",normal
988,Otomatik ödeme talimatınız ile 150 TL fatura ödendi.,normal
989,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde",normal
990,Hesabınıza 5.000 TL maaş ödemesi yatırılmıştır. İyi günler dileriz. Bilgilerinize.,normal
991,Hesabınıza 640 TL maaş ödemesi yatırılmıştır.,normal
992,Kampanya: pazartesi yapacağınız alışverişlerde 150 TL puan kazanın. Detaylar mobil uygulamada.,normal
993,Otomatik ödeme talimatınız ile 150 TL fatura ödendi. Detaylar için arayın.,normal
994,Hesabınıza 640 TL maaş ödemesi yatırılmıştır. İyi günler dileriz. Teşekkürler.,normal
995,Kartınızdan 89 TL harcama yapılmıştır. Size ait değilse iptal için: edevlet-iade.info/a259,dolandiricilik
996,Doğum günün kutlu olsun Deniz! Nice mutlu yıllara. Teşekkürler.,normal
997,"Tebrikler Merve, kazandın! Maç",normal
998,Kredi kartı hesap özetiniz hazırlandı. Son ödeme tarihi pazartesi. Tutar: 89 TL.,normal
999,"Sayın müşterimiz, güvenlik nedeniyle bilgilerinizi hemen güncelleyiniz tinyurl.com/a420 İyi günler.",dolandiricilik
1000,"Selin yola çıktım, 20:30 gibi oradayım. Bilgilerinize.",normal
1001,Faturanız 250 TL olarak kesilmiştir. Son ödeme cuma. İyi günler.,normal
1002,Siparişiniz kurye ile yola çıktı. Takip numaranız 571460. İyi günler.,normal
1003,"Bedava internet paketi kazandınız! Hemen tıkla, sınırlı süre: tinyurl.com/a953 İyi günler.",dolandiricilik
1004,Hesabınıza 250 TL maaş ödemesi yatırılmıştır.,normal
1005,"Tebrikler, çekilişimizde hediye",normal
1006,Acil dönüş yapar,normal
1007,Kargonuz dağıtıma çıktı. Teslimat saatini değiştirmek için uygulamayı kullanabilirsiniz. İyi günler.,normal
1008,"Anneciğim yarın size uğrayacağız, bir şey lazım mı?",normal
1009,Kargonuz dağıtıma çıktı. Teslimat saatini değiştirmek için uygulamayı kullanabilirsiniz. Detaylar için arayın.,normal
1010,Tek kullanımlık şifreniz: 532546. Bu şifreyi kimseyle paylaşmayınız. Bilgilerinize.,normal
1011,"Ayşe yola çıktım, 18:00 gibi oradayım.",normal
1012,"Burak toplantı 16:45 da başlıyor, geç kalma. Bilgilerinize.",normal
1013,Anneciğim cuma size,normal
1014,"Müşteri temsilcimiz sizi arayacak, telefonunuza gelen şifreyi kendisine söyleyiniz.",dolandiricilik
1015,Hesabınızdan şüpheli işlem tespit edildi. İptal için size gelen şifreyi bu numaraya iletin.,dolandiricilik
1016,Hesabınıza 2.750 TL maaş ödemesi yatırılmıştır. İyi günler dileriz.,normal
1017,"Bedava internet paketi kazandınız! Hemen tıkla, sınırlı süre: hesap-dogrula.com/a455",dolandiricilik
1018,"Mehmet toplantı 14:15 da başlıyor, geç kalma.",normal
1019,"Toplantı notlarını mail attım, bakabilir misin?",normal
1020,"Can yola çıktım, 11:00 gibi oradayım. Detaylar için arayın.",normal
1021,Kartınız askıya alındı. Şifre ve kart bilgilerinizi doğrulayın: tinyurl.com/a135 Detaylar için arayın.,dolandiricilik
1022,"Selin yola çıktım, 14:15 gibi oradayım. Detaylar için arayın.",normal
1023,Kartınızdan 250 TL harcama yapılmıştır. Size ait değilse iptal için: bit.ly/a728 İyi günler.,dolandiricilik
1024,Siparişiniz kurye ile,normal
1025,"Eczanemizde reçeteniz hazırdır, yarın teslim alabilirsiniz.",normal
1026,Siparişiniz kargo ile yola çıktı. Teslimat için onay verin: tinyurl.com/a286 Bilgilerinize.,dolandiricilik
1027,Kargonuz dağıtıma çıktı. Teslimat saatini değiştirmek,normal
1028,"Anneciğim yarın size uğrayacağız, bir şey lazım mı? Bilgilerinize.",normal
1029,"Tebrikler, çekilişimizde hediye puan kazandınız. Puanınız kartınıza yüklendi. Teşekkürler.",normal
1030,Kartınızdan 1.890 TL harcama yapılmıştır. Size ait değilse iptal için: hesap-dogrula.com/a577 Detaylar için arayın.,dolandiricilik
1031,Hesabınıza 2.750 TL maaş ödemesi yatırılmıştır. İyi günler dileriz. Detaylar için arayın.,normal
1032,Güvenliğiniz için hesabınıza erişim geçici olarak kısıtlanmıştır. Lütfen şubenize başvurunuz.,normal
1033,Faturanız 5.000 TL olarak kesilmiştir. Son ödeme yarın.,normal
1034,Kartınız ile yapılan 5.000 TL işlem onaylanmadı. Size ait değilse şubemizi arayınız. Bilgilerinize.,normal
1035,"Merhaba Merve, akşam yemeğe geliyor musun? İyi günler.",normal
1036,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde faizsiz ilk taksit fırsatı. Ret için RET yazın. İyi günler.",normal
1037,"Tebrikler, çekilişimizde hediye puan kazandınız. Puanınız kartınıza yüklendi.",normal
1038,"Can toplantı 18:00 da başlıyor, geç kalma. İyi günler.",normal
1039,Siparişiniz kurye ile yola çıktı. Teslimat için onay verin: guvenli-odeme.net/a162,dolandiricilik
1040,Otomatik ödeme talimatınız ile 1.200 TL fatura ödendi.,normal
1041,"Merhaba Elif, akşam",normal
1042,"Tebrikler, çekilişimizde hediye puan kazandınız. Puanınız kartınıza yüklendi.",normal
1043,Kartınız ile yapılan 5.000 TL işlem onaylanmadı. Size ait değilse şubemizi arayınız.,normal
1044,"Mehmet toplantı 18:00 da başlıyor, geç kalma.",normal
1045,Otomatik ödeme talimatınız ile 480 TL fatura ödendi.,normal
1046,Kartınız askıya alındı. Şifre ve kart bilgilerinizi doğrulayın: bit.ly/a237,dolandiricilik
1047,"Merhaba Emre, akşam yemeğe geliyor musun? Bilgilerinize.",normal
1048,Kartınız ile yapılan 89 TL işlem onaylanmadı. Size ait değilse şubemizi arayınız. İyi günler.,normal
1049,Siparişiniz kargo ile yola çıktı. Teslimat için onay verin: hesap-dogrula.com/a463 Teşekkürler.,dolandiricilik
1050,"Tebrikler, çekilişimizde hediye puan kazandınız. Puanınız kartınıza yüklendi. Bilgilerinize.",normal
1051,Güvenliğiniz için hesabınıza erişim geçici olarak kısıtlanmıştır. Lütfen şubenize başvurunuz. Bilgilerinize.,normal
1052,Kampanya detayları için tıklayın: bankamiz.com.tr/kampanya. Ret için RET yazın.,normal
1053,"Bedava internet paketi kazandınız! Hemen tıkla, sınırlı süre: guvenli-odeme.net/a214 Detaylar için arayın.",dolandiricilik
1054,"Acil dönüş yapar mısın Merve, toplantı saati değişti. Teşekkürler.",normal
1055,Siparişiniz kargo ile yola çıktı. Takip numaranız 302145. Detaylar için arayın.,normal
1056,Kredi kartı hesap özetiniz hazırlandı. Son ödeme tarihi bugün. Tutar: 5.000 TL.,normal
1057,Faturanız 89 TL olarak kesilmiştir. Son ödeme pazar. Bilgilerinize.,normal
1058,Kargonuz dağıtıma çıktı. Teslimat saatini değiştirmek için uygulamayı kullanabilirsiniz. Teşekkürler.,normal
1059,Tek kullanımlık şifreniz:,normal
1060,"Tebrikler, çekilişimizde hediye puan kazandınız. Puanınızı kartınıza yüklemek için bilgilerinizi girin. Detaylar için arayın.",dolandiricilik
1061,"Sayın müşterimiz, güvenlik nedeniyle bilgilerinizi hemen güncelleyiniz tinyurl.com/a153",dolandiricilik
1062,"Emre yola çıktım, 20:30 gibi oradayım. İyi günler.",normal
1063,Kampanya detayları için tıklayın:,normal
1064,Faturanız 250 TL olarak,normal
1065,Kampanya detayları için tıklayın: bankamiz.com.tr/kampanya. Ret için RET yazın. İyi günler.,normal
1066,Kampanya: pazar yapacağınız alışverişlerde 5.000 TL puan kazanın. Detaylar mobil uygulamada. İyi günler.,normal
1067,Doğum günün kutlu olsun Burak! Nice mutlu yıllara. Detaylar için arayın.,normal
1068,Kampanya detayları için tıklayın: bankamiz.com.tr/kampanya. Ret için RET yazın. İyi günler.,normal
1069,"Kredi başvurunuz onaylandı. 1.200 TL için masraf ücretini yatırın, IBAN bilgisi için yanıtlayın.",dolandiricilik
1070,Randevunuz cumartesi saat 11:00 olarak onaylanmıştır. Detaylar için arayın.,normal
1071,Paketiniz bugün teslim edilecektir. İyi günler. İyi günler.,normal
1072,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde faizsiz ilk taksit fırsatı. Ret için RET yazın. Bilgilerinize.",normal
1073,"Acil dönüş yapar mısın Burak, toplantı saati değişti.",normal
1074,"Kredi başvurunuz onaylandı. 250 TL için masraf ücretini yatırın, IBAN bilgisi için yanıtlayın. Teşekkürler.",dolandiricilik
1075,Faturanız 250 TL olarak kesilmiştir. Son ödeme bugün.,normal
1076,Kampanya: cumartesi yapacağınız alışverişlerde 2.750,normal
1077,Güvenliğiniz için hesabınıza erişim geçici olarak kısıtlanmıştır. Lütfen şubenize başvurunuz.,normal
1078,Faturanız 150 TL olarak kesilmiştir. Son ödeme pazartesi.,normal
1079,Kredi kartı hesap özetiniz hazırlandı. Son ödeme tarihi yarın. Tutar: 1.200 TL. İyi günler.,normal
1080,Kartınız askıya alındı. Şifre ve kart bilgilerinizi doğrulayın: kargo-takip.xyz/a314 İyi günler.,dolandiricilik
1081,Siparişiniz kurye ile yola çıktı. Takip numaranız 655939.,normal
1082,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde faizsiz",normal
1083,"Tebrikler, çekilişimizde hediye puan kazandınız. Puanınız kartınıza yüklendi. İyi günler.",normal
1084,Güvenliğiniz için hesabınıza erişim geçici olarak kısıtlanmıştır. Lütfen şubenize başvurunuz. Bilgilerinize.,normal
1085,Kartınızdan 5.000 TL harcama yapılmıştır. Bilgi için müşteri hizmetlerimizi arayabilirsiniz. Teşekkürler.,normal
1086,"Paketiniz gümrükte bekliyor, 37 TL ödeme yapmazsanız iade edilecek: kargo-takip.xyz/a465",dolandiricilik
1087,"Eczanemizde reçeteniz hazırdır, cumartesi teslim alabilirsiniz. Bilgilerinize.",normal
1088,"Kredi başvurunuz onaylandı. 1.200 TL için masraf ücretini yatırın, IBAN bilgisi için yanıtlayın. İyi günler.",dolandiricilik
1089,Randevunuz bugün saat,normal
1090,Hesabınıza 320 TL maaş ödemesi yatırılmıştır. İyi günler dileriz. İyi günler.,normal
1091,Randevunuz bugün saat,normal
1092,"Eczanemizde reçeteniz hazırdır,",normal
1093,Siparişiniz kurye ile yola çıktı. Takip numaranız 130521.,normal
1094,Kartınızdan 640 TL harcama yapılmıştır. Bilgi için müşteri hizmetlerimizi arayabilirsiniz. Bilgilerinize.,normal
1095,Kargonuz adres eksikliği nedeniyle teslim edilemedi. Adres güncelleme için: hesap-dogrula.com/a609 İyi günler.,dolandiricilik
1096,Siparişiniz kargo ile yola çıktı. Teslimat için onay verin: bit.ly/a430 Bilgilerinize.,dolandiricilik
1097,Randevunuz bugün saat 14:15 olarak onaylanmıştır. Detaylar için arayın.,normal
1098,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde faizsiz ilk taksit fırsatı. Ret için RET yazın.",normal
1099,Kartınızdan 320 TL harcama yapılmıştır. Bilgi için müşteri hizmetlerimizi arayabilirsiniz. Bilgilerinize.,normal
1100,E-devlet vergi iadeniz 2.750 TL hazır.,dolandiricilik
1101,"Anneciğim pazar size uğrayacağız, bir şey lazım mı? İyi günler.",normal
1102,Tek kullanımlık şifreniz: 833564. Bu şifreyi kimseyle paylaşmayınız.,normal
1103,Kampanya: cuma yapacağınız alışverişlerde 640 TL puan kazanın. Detaylar mobil uygulamada.,normal
1104,Kredi kartı hesap özetiniz hazırlandı. Son ödeme tarihi bugün. Tutar: 89 TL. Detaylar için arayın.,normal
1105,Kartınız ile yapılan 480 TL işlem onaylanmadı. Size ait değilse şubemizi arayınız.,normal
1106,Kargonuz dağıtıma çıktı. Teslimat saatini değiştirmek için uygulamayı kullanabilirsiniz.,normal
1107,Randevunuz iptal edilmiştir. Yeniden onay için 2.750 TL ödeme yapınız. İyi günler.,dolandiricilik
1108,"Ayşe toplantı 14:15 da başlıyor, geç kalma. İyi günler.",normal
1109,Kartınız ile yapılan 1.200 TL işlem onaylanmadı. Size ait değilse şubemizi arayınız. İyi günler.,normal
1110,"Tebrikler, çekilişimizde hediye puan kazandınız. Puanınız kartınıza yüklendi.",normal
1111,"Tebrikler Burak, kazandın! Maç bileti bende, akşam konuşuruz.",normal
1112,"Tebrikler, çekilişimizde hediye puan kazandınız. Puanınız kartınıza yüklendi. Bilgilerinize.",normal
1113,"Eczanemizde reçeteniz hazırdır, cuma teslim alabilirsiniz. Detaylar için arayın.",normal
1114,"Eczanemizde reçeteniz hazırdır,",normal
1115,"Anneciğim yarın size uğrayacağız, bir şey lazım mı? Teşekkürler.",normal
1116,Faturanız 5.000 TL olarak kesilmiştir. Son ödeme yarın.,normal
1117,Faturanız 480 TL olarak kesilmiştir. Son ödeme bugün.,normal
1118,Kredi kartı hesap özetiniz hazırlandı. Son ödeme tarihi pazar. Tutar: 1.890 TL.,normal
1119,Tek kullanımlık şifreniz: 995998. Bu şifreyi kimseyle paylaşmayınız.,normal
1120,"Acil dönüş yapar mısın Deniz, toplantı saati değişti. İyi günler.",normal
1121,Paketiniz pazar teslim edilecektir. İyi günler. Bilgilerinize.,normal
1122,"Eczanemizde reçeteniz hazırdır,",normal
1123,Kartınızdan 1.890 TL harcama,dolandiricilik
1124,Otomatik ödeme talimatınız ile 2.750 TL fatura ödendi.,normal
1125,Randevunuz yarın saat 11:00 olarak onaylanmıştır. Teşekkürler.,normal
1126,Randevunuz cuma saat 20:30 olarak onaylanmıştır.,normal
1127,Kargonuz adres eksikliği nedeniyle teslim edilemedi. Adres güncelleme için: tinyurl.com/a133 Bilgilerinize.,dolandiricilik
1128,Otomatik ödeme talimatınız ile 1.200 TL fatura ödendi.,normal
1129,Paketiniz pazar teslim edilecektir. İyi,normal
1130,"Mehmet ben, yeni numaram bu. Acil para lazım, IBAN atıyorum. Detaylar için arayın.",dolandiricilik
1131,Otomatik ödeme talimatınız ile 250 TL fatura ödendi.,normal
1132,E-devlet vergi iadeniz 2.750 TL hazır. Kart bilgilerinizi girerek alın: hesap-dogrula.com/a336,dolandiricilik
1133,Hesabınızdan şüpheli işlem tespit edildi. İptal için size gelen şifreyi bu numaraya iletin.,dolandiricilik
1134,Kartınızdan 480 TL harcama yapılmıştır. Bilgi için müşteri hizmetlerimizi arayabilirsiniz. Bilgilerinize.,normal
1135,"Acil dönüş yapar mısın Ayşe, toplantı saati değişti. Teşekkürler.",normal
1136,Kampanya: bugün yapacağınız alışverişlerde 1.890 TL puan kazanın. Detaylar mobil uygulamada.,normal
1137,"Acil dönüş yapar mısın Merve, toplantı saati değişti.",normal
1138,Hesabınız bloke edilmiştir. Açmak için hemen tıklayın: hesap-dogrula.com/a922 İyi günler.,dolandiricilik
1139,"Tebrikler Burak, kazandın! Maç bileti bende, akşam konuşuruz. Teşekkürler.",normal
1140,Siparişiniz kargo ile yola çıktı. Takip numaranız 314174.,normal
1141,Faturanız 250 TL olarak kesilmiştir. Son ödeme yarın. Teşekkürler.,normal
1142,"Eczanemizde reçeteniz hazırdır,",normal
1143,Kampanya: bugün yapacağınız alışverişlerde 250 TL puan kazanın. Detaylar mobil uygulamada. Teşekkürler.,normal
1144,"Tebrikler Elif, kazandın! Maç bileti bende, akşam konuşuruz.",normal
1145,E-devlet vergi iadeniz 150 TL hazır. Kart bilgilerinizi girerek alın: guvenli-odeme.net/a750 Teşekkürler.,dolandiricilik
1146,Kampanya detayları için tıklayın:,normal
1147,Tek kullanımlık şifreniz: 740195.,normal
1148,"Anneciğim bugün size uğrayacağız,",normal
1149,Ayşe toplantı 14:15 da,normal
1150,Doğum günün kutlu,normal
1151,"Acil dönüş yapar mısın Burak, toplantı saati değişti.",normal
1152,Güvenliğiniz için hesabınıza erişim geçici,normal
1153,Tek kullanımlık şifreniz: 214746. Bu şifreyi kimseyle paylaşmayınız. Bilgilerinize.,normal
1154,"Eczanemizde reçeteniz hazırdır,",normal
1155,Güvenliğiniz için hesabınıza erişim geçici olarak kısıtlanmıştır. Lütfen şubenize başvurunuz.,normal
1156,"Acil dönüş yapar mısın Burak, toplantı saati değişti. Detaylar için arayın.",normal
1157,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde faizsiz ilk taksit fırsatı. Ret için RET yazın.",normal
1158,Siparişiniz kargo ile yola çıktı. Takip numaranız 926888. Teşekkürler.,normal
1159,"Eczanemizde reçeteniz hazırdır, cumartesi teslim alabilirsiniz. Detaylar için arayın.",normal
1160,Kargonuz adres eksikliği nedeniyle teslim edilemedi. Adres güncelleme için: edevlet-iade.info/a733,dolandiricilik
1161,Tek kullanımlık şifreniz: 618070. Bu şifreyi kimseyle paylaşmayınız.,normal
1162,Kredi kartı hesap özetiniz hazırlandı. Son ödeme tarihi pazartesi. Tutar: 1.890 TL. Teşekkürler.,normal
1163,"Acil dönüş yapar mısın Burak, toplantı saati değişti. İyi günler.",normal
1164,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde faizsiz",normal
1165,Randevunuz bugün saat 20:30 olarak onaylanmıştır.,normal
1166,Otomatik ödeme talimatınız,normal
1167,Faturanız 1.200 TL olarak kesilmiştir.,normal
1168,Güvenliğiniz için hesabınıza erişim geçici olarak kısıtlanmıştır. Lütfen şubenize başvurunuz. Bilgilerinize.,normal
1169,"Eczanemizde reçeteniz hazırdır, bugün teslim alabilirsiniz.",normal
1170,Acil dönüş yapar mısın,normal
1171,Güvenliğiniz için hesabınıza erişim geçici olarak kısıtlanmıştır. Lütfen şubenize başvurunuz. Detaylar için arayın.,normal
1172,"Tebrikler Zeynep, kazandın! Maç",normal
1173,"Merhaba Deniz, akşam",normal
1174,Kartınızdan 1.200 TL harcama yapılmıştır. Bilgi için müşteri hizmetlerimizi arayabilirsiniz. Bilgilerinize.,normal
1175,Otomatik ödeme talimatınız,normal
1176,Kargonuz adres eksikliği nedeniyle teslim edilemedi. Adres güncelleme için: guvenli-odeme.net/a514 İyi günler.,dolandiricilik
1177,Güvenliğiniz için hesabınıza erişim geçici olarak kısıtlanmıştır. Lütfen şubenize başvurunuz. Detaylar için arayın.,normal
1178,Siparişiniz kargo ile yola çıktı. Takip numaranız 216406. İyi günler.,normal
1179,Randevunuz bugün saat,normal
1180,Kampanya: cumartesi yapacağınız alışverişlerde 320 TL puan kazanın. Detaylar mobil uygulamada.,normal
1181,Son uyarı! Hesap doğrulama yapmazsanız hesabınız kapatılacak. tinyurl.com/a378,dolandiricilik
1182,Hesabınıza 1.890 TL maaş ödemesi yatırılmıştır. İyi günler dileriz. İyi günler.,normal
1183,Tek kullanımlık şifreniz: 555404. Bu şifreyi kimseyle paylaşmayınız. Detaylar için arayın.,normal
1184,Otomatik ödeme talimatınız ile 320 TL fatura ödendi. Teşekkürler.,normal
1185,Siparişiniz kargo ile yola çıktı. Teslimat için onay verin: guvenli-odeme.net/a433 Bilgilerinize.,dolandiricilik
1186,"Emre ben, yeni numaram bu. Acil para lazım, IBAN atıyorum. Detaylar için arayın.",dolandiricilik
1187,Randevunuz bugün saat,normal
1188,Güvenliğiniz için hesabınıza erişim geçici olarak kısıtlanmıştır. Lütfen şubenize başvurunuz. Detaylar için arayın.,normal
1189,Siparişiniz kurye ile yola çıktı. Takip numaranız 572730.,normal
1190,Acil dönüş yapar,normal
1191,Hesabınızdan şüpheli işlem tespit edildi. İptal için size gelen şifreyi bu numaraya iletin.,dolandiricilik
1192,"Bedava internet paketi kazandınız! Hemen tıkla, sınırlı süre: bit.ly/a247 Bilgilerinize.",dolandiricilik
1193,Hesabınız bloke edilmiştir. Açmak için hemen tıklayın: bit.ly/a170 Detaylar için arayın.,dolandiricilik
1194,Faturanız 480 TL,normal
1195,Faturanız 5.000 TL olarak kesilmiştir.,normal
1196,Kampanya detayları için tıklayın: bankamiz.com.tr/kampanya. Ret için RET yazın.,normal
1197,Faturanız 150 TL,normal
1198,"Selin toplantı 16:45 da başlıyor, geç kalma. İyi günler.",normal
1199,"Hemen mobil uygulamamızdan başvurun, ihtiyaç kredisinde faizsiz ilk taksit fırsatı. Ret için RET yazın. Detaylar için arayın.",normal
1200,"Toplantı notlarını mail attım, bakabilir misin? İyi günler.",normal
1201,"Tebrikler Merve, kazandın! Maç bileti bende, akşam konuşuruz. Bilgilerinize.",normal
1202,"Toplantı notlarını mail attım, bakabilir misin?",normal
1203,Siparişiniz kurye ile yola çıktı. Teslimat için onay verin: hesap-dogrula.com/a148 İyi günler.,dolandiricilik
1204,"Eczanemizde reçeteniz hazırdır, pazar teslim alabilirsiniz. Bilgilerinize.",normal
1205,"Kredi başvurunuz onaylandı. 89 TL için masraf ücretini yatırın, IBAN bilgisi için yanıtlayın. İyi günler.",dolandiricilik
1206,"Eczanemizde reçeteniz hazırdır, cuma teslim alabilirsiniz. İyi günler.",normal
1207,"Kredi başvurunuz onaylandı. 480 TL için masraf ücretini yatırın, IBAN bilgisi için yanıtlayın. Bilgilerinize.",dolandiricilik
1208,Randevunuz bugün saat 16:45 olarak onaylanmıştır. İyi günler.,normal
1209,Randevunuz bugün saat 09:30 olarak onaylanmıştır.,normal
1210,"Burak toplantı 18:00 da başlıyor, geç kalma. Teşekkürler.",normal
1211,"Eczanemizde reçeteniz hazırdır, pazartesi teslim alabilirsiniz.",normal
1212,Faturanız 150 TL olarak kesilmiştir. Son ödeme pazar.,normal
1213,Kartınız askıya alındı. Şifre ve kart bilgilerinizi doğrulayın: tinyurl.com/a295 İyi günler.,dolandiricilik
1214,Paketiniz pazartesi teslim,normal
1215,"Tebrikler Ayşe, kazandın! Maç bileti bende, akşam konuşuruz.",normal
1216,Kartınızdan 2.750 TL harcama yapılmıştır. Bilgi için müşteri hizmetlerimizi arayabilirsiniz.,normal
1217,Kampanya: pazar yapacağınız alışverişlerde 480 TL,normal
1218,Faturanız 1.200 TL olarak kesilmiştir. Son ödeme pazar.,normal
1219,Randevunuz iptal edilmiştir. Yeniden onay,dolandiricilik
1220,Kartınızdan 640 TL harcama yapılmıştır. Size ait değilse iptal için: hesap-dogrula.com/a975 Bilgilerinize.,dolandiricilik
1221,"Eczanemizde reçeteniz hazırdır, yarın teslim alabilirsiniz. Detaylar için arayın.",normal
1222,Siparişiniz kurye ile yola çıktı. Teslimat için onay verin: tinyurl.com/a694,dolandiricilik
1223,Doğum günün kutlu olsun Mehmet! Nice mutlu yıllara. Teşekkürler.,normal
1224,Siparişiniz kargo ile yola çıktı.,dolandiricilik
1225,Hesabınızdan şüpheli işlem tespit edildi. İptal için size gelen şifreyi bu numaraya iletin. İyi günler.,dolandiricilik
1226,Hesabınıza 250 TL maaş,normal
1227,Merhaba annecim telefonum bozuldu bu numaradan yazıyorum acil 5.000 TL lazım hemen gönder.,dolandiricilik
1228,"Sayın müşterimiz, güvenlik nedeniyle bilgilerinizi hemen güncelleyiniz kargo-takip.xyz/a579",dolandiricilik
1229,"Merhaba Zeynep, akşam",normal
